Nom,latitude,longitude,code_postal
MARIGNY SUR YONNE,47.287413392,3.642766651,58800
CHAMBON SUR LAC,45.561007694,2.869223869,63790
SARRALBE,48.995904079,7.01100844,57430
ST MARS SUR LA FUTAIE,48.431257624,-1.011076657,53220
MONTIGNY EN MORVAN,47.144198499,3.861967533,58120
LA CHAPELLE MARCOUSSE,45.441776503,3.080962413,63420
SARREGUEMINES,49.108934055,7.070340529,57200
ST PIERRE LA COUR,48.108683758,-1.023205934,53410
MONTIGNY SUR CANNE,46.942683058,3.657779219,58340
MOULINS ENGILBERT,46.973179088,3.81115136,58290
CHARBONNIERES LES VARENNES,45.898156322,2.979598114,63410
GRIMESNIL,48.954312235,-1.351058732,50450
SARREINSMING,49.092400325,7.119358741,57905
NANNAY,47.261221075,3.164527522,58350
CHATEL GUYON,45.92073159,3.062516035,63140
SCHWEYEN,49.160109151,7.395434589,57720
AUDUN LE ROMAN,49.3675664,5.893688615,54560
CHIDRAC,45.559720818,3.150774038,63320
HAUTTEVILLE BOCAGE,49.429143296,-1.465852895,50390
SEREMANGE ERZANGE,49.323300333,6.092414026,57290
AUTREPIERRE,48.607861049,6.79793423,54450
COUDES,45.610808955,3.202278104,63114
SIERSTHAL,49.050844851,7.355911564,57410
COURGOUL,45.511727345,3.046552366,63320
SILLY EN SAULNOIS,48.991581463,6.279671634,57420
AZERAILLES,48.497616199,6.694493002,54122
OULON,47.198019524,3.400980405,58700
EGLISENEUVE DES LIARDS,45.565663508,3.420184101,63490
HELLEVILLE,49.558335163,-1.783625749,50340
SOLGNE,48.968965221,6.299321183,57420
POISEUX,47.120431081,3.239596674,58130
EGLISENEUVE PRES BILLOM,45.716243772,3.390119346,63160
HOCQUIGNY,48.808817243,-1.401949801,50320
STIRING WENDEL,49.20213114,6.932067727,57350
BADONVILLER,48.494852993,6.909910241,54540
POUILLY SUR LOIRE,47.280458238,2.98219177,58150
ESTANDEUIL,45.681158751,3.444381491,63520
TETERCHEN,49.230313788,6.567868095,57220
BARBAS,48.570790327,6.849550079,54450
POUSSEAUX,47.49880678,3.54090418,58500
FERNOEL,45.817837118,2.42242227,63620
THIMONVILLE,48.94483653,6.393262312,57580
BARISEY LA COTE,48.545596459,5.843383456,54170
PREMERY,47.173127465,3.321005995,58700
GIGNAT,45.486198257,3.219054702,63340
PREPORCHE,46.936153878,3.863849439,58360
GLAINE MONTAIGUT,45.75130917,3.386128516,63160
LAPENTY,48.5687142,-1.023205391,50600
BASLIEUX,49.437537217,5.751068333,54620
ST BENIN DES BOIS,47.118802161,3.405034668,58330
GRANDEYROLLES,45.583151893,3.047344979,63320
BATTIGNY,48.444558226,5.984558654,54115
HEUME L EGLISE,45.721015498,2.721866855,63210
LOLIF,48.731661001,-1.395444322,50530
THONVILLE,48.98097287,6.566035975,57380
ST FRANCHY,47.151381643,3.455054988,58330
ISSOIRE,45.545515443,3.244724713,63500
LE LUOT,48.76629893,-1.329733437,50870
TORCHEVILLE,48.905950466,6.848479629,57670
ST HILAIRE FONTAINE,46.774695842,3.636251518,58300
LEMPTY,45.829396286,3.329314616,63190
MAGNEVILLE,49.452739017,-1.548210263,50260
TRITTELING REDLACH,49.077125257,6.616599545,57385
BERTRICHAMPS,48.435553846,6.811380516,54120
ST HONORE LES BAINS,46.899729088,3.85382832,58360
MARCEY LES GREVES,48.699783584,-1.389219242,50300
BEY SUR SEILLE,48.795556566,6.335663662,54760
ST LAURENT L ABBAYE,47.337379573,2.994473315,58150
MADRIAT,45.435540079,3.175519042,63340
MARCILLY,48.654264686,-1.244278803,50220
TURQUESTEIN BLANCRUPT,48.559238723,7.087169029,57560
BIONVILLE,48.495448445,7.023443785,54540
ST MALO EN DONZIOIS,47.311382641,3.277108084,58350
MANGLIEU,45.612364199,3.356493912,63270
MAUPERTUIS,48.955132612,-1.199510433,50410
VAHL EBERSING,49.053111976,6.747511165,57660
ST VERAIN,47.487113662,3.033920646,58310
LES MARTRES D ARTIERE,45.8299609,3.260400614,63430
LE MESNIL ADELEE,48.700185415,-1.063216253,50520
BOUXIERES SOUS FROIDMONT,48.955374466,6.100730247,54700
SARDY LES EPIRY,47.195448041,3.690580289,58800
LES MARTRES DE VEYRE,45.686839203,3.199980626,63730
LE MESNIL AU VAL,49.598323479,-1.528356335,50110
VATIMONT,48.978475003,6.474993356,57580
BOUZANVILLE,48.370821012,6.106467043,54930
SAUVIGNY LES BOIS,46.97672732,3.265716918,58160
MARTRES SUR MORGE,45.936723839,3.219113597,63720
LE MESNIL GILBERT,48.722051455,-1.05758431,50670
SAXI BOURDON,47.055890853,3.487179042,58330
MEDEYROLLES,45.407841429,3.818159193,63220
LA MEURDRAQUIERE,48.861124351,-1.40494898,50510
VECKRING,49.335202823,6.363347463,57920
BRIN SUR SEILLE,48.773847042,6.35464785,54280
SERMOISE SUR LOIRE,46.947385277,3.182679908,58000
MENETROL,45.861654782,3.133205141,63200
MONTBRAY,48.882667733,-1.109398847,50410
VIBERSVILLER,48.90607254,6.945109347,57670
CERVILLE,48.695166767,6.312018983,54420
SICHAMPS,47.155619362,3.276965748,58700
MESSEIX,45.612266078,2.533855499,63750
MONTCUIT,49.115704157,-1.3469494,50490
VIC SUR SEILLE,48.775792765,6.527533601,57630
CHAMPEY SUR MOSELLE,48.957139668,6.065325963,54700
SURGY,47.513374951,3.505949908,58500
MIREFLEURS,45.690985248,3.224676764,63730
MONTRABOT,49.108034795,-0.89723456,50810
VITRY SUR ORNE,49.276354586,6.095127368,57185
CHAMPIGNEULLES,48.72086548,6.122424507,54250
LE MONESTIER,45.557669512,3.652181393,63890
VULMONT,48.925291262,6.305388027,57420
CHAREY,48.99642018,5.865152157,54470
THIANGES,46.911941589,3.491554174,58260
MONTAIGUT,46.180145725,2.800939853,63700
WALDWISSE,49.414661952,6.522752515,57480
CHAZELLES SUR ALBE,48.588007918,6.770766299,54450
TOURY LURCY,46.737569207,3.424193407,58300
MONTEL DE GELAT,45.939049644,2.585653991,63380
MORVILLE,49.474597344,-1.517093609,50700
WOIPPY,49.163956187,6.157552661,57140
CLEMERY,48.882805048,6.180267436,54610
URZY,47.059274134,3.201544258,58130
NONETTE ORSONNETTE,45.480476009,3.288605361,63340
NEGREVILLE,49.503944407,-1.551911965,50260
XANREY,48.750764812,6.586953758,57630
COLMEY,49.463033124,5.552625308,54260
VARZY,47.357149163,3.386885499,58210
OLBY,45.746072553,2.869840217,63210
NEUFMESNIL,49.311016918,-1.528346876,50250
XOCOURT,48.90972751,6.376563425,57590
VIELMANAY,47.277944297,3.110117248,58150
OLLIERGUES,45.690357132,3.635877214,63880
NEUVILLE EN BEAUMONT,49.349827885,-1.598613432,50250
STUCKANGE,49.324478492,6.231724899,57970
AIBES,50.234095061,4.096310256,59149
OLLOIX,45.622596775,3.05001309,63450
NOTRE DAME DE CENILLY,48.998436392,-1.258136218,50210
ANLEZY,46.966560312,3.498985277,58270
CREVIC,48.639628382,6.406531045,54110
AIX EN PEVELE,50.497966562,3.305339428,59310
ORLEAT,45.859959551,3.438789576,63190
ANTHIEN,47.308662574,3.724871048,58800
DENEUVRE,48.427113716,6.720362353,54120
AMFROIPRET,50.278406354,3.735533467,59144
PIONSAT,46.119767483,2.685022903,63330
ARLEUF,47.040464565,4.015692994,58430
DOMMARTEMONT,48.716873996,6.215067183,54130
VILLENEUVE D ASCQ,50.632462901,3.15312041,59491
QUEUILLE,45.97294011,2.837053752,63780
LA PERNELLE,49.612864712,-1.310209812,50630
ASNAN,47.310372331,3.552341151,58420
DOMMARTIN LES TOUL,48.67125491,5.92416128,54200
ANOR,49.995140762,4.118107159,59186
ST AGOULIN,46.040393772,3.129087966,63260
AUNAY EN BAZOIS,47.124134471,3.719630112,58110
ARMBOUTS CAPPEL,50.982089528,2.348154048,59380
ST ALYRE ES MONTAGNE,45.379390739,2.972568272,63420
BICHES,46.993703901,3.654343187,58110
DOMPTAIL EN L AIR,48.511579672,6.334673234,54290
ATTICHES,50.513359327,3.062132176,59551
ST AMANT ROCHE SAVINE,45.578264486,3.608020673,63890
BILLY CHEVANNES,47.011971519,3.461879934,58270
ERBEVILLER SUR AMEZULE,48.729895893,6.387910341,54280
AUBERCHICOURT,50.330054902,3.227859714,59165
ST BONNET PRES RIOM,45.928463481,3.116606519,63200
PIROU,49.164714032,-1.55844082,50770
BLISMES,47.122483237,3.82148616,58120
EULMONT,48.75117317,6.222397847,54690
AUCHY LEZ ORCHIES,50.4807119,3.195203402,59310
ST FERREOL DES COTES,45.536340952,3.697406367,63600
BREVES,47.429737821,3.624267859,58530
FAULX,48.792989858,6.198664834,54760
AUDIGNIES,50.278525715,3.824724598,59570
ST GENES DU RETZ,46.063170726,3.211358872,63260
FLIN,48.502629661,6.658142367,54122
AVESNES SUR HELPE,50.124362378,3.927144503,59440
ST GERMAIN LEMBRON,45.453154822,3.243514459,63340
FORCELLES SOUS GUGNEY,48.393045437,6.085050013,54930
BACHANT,50.207885916,3.875398829,59138
ST HILAIRE LES MONGES,45.80762172,2.66513386,63380
QUIBOU,49.071996516,-1.212261535,50750
CHAMPVERT,46.853200997,3.523436401,58300
FOUG,48.673591566,5.781141472,54570
BAILLEUL,50.727433635,2.737584677,59270
ST IGNAT,45.919983751,3.273535224,63720
RAMPAN,49.146090056,-1.131682589,50000
CHAUMOT,47.251871128,3.643272447,58800
FREMONVILLE,48.605295125,6.903038648,54450
BAIVES,50.066605232,4.203953007,59132
ST JULIEN DE COPPEL,45.690005983,3.31105325,63160
RAUVILLE LA PLACE,49.390573402,-1.502294226,50390
COLMERY,47.348513898,3.246722321,58350
FRESNOIS LA MONTAGNE,49.497874605,5.650369661,54260
LA BASSEE,50.540018224,2.80942591,59480
ST JULIEN LA GENESTE,46.049255293,2.741567486,63390
REFFUVEILLE,48.677173118,-1.111620081,50520
CORBIGNY,47.256108779,3.689402188,58800
FRIAUVILLE,49.143605768,5.831005165,54800
BELLAING,50.365331242,3.425724229,59135
ST JULIEN PUY LAVEZE,45.662077287,2.679857021,63820
RONCEY,48.983530072,-1.330647379,50210
COSSAYE,46.75584565,3.50982835,58300
FROUARD,48.750420655,6.122167134,54390
BERLAIMONT,50.205934859,3.793494741,59145
ST MAIGNER,46.078666173,2.686532002,63330
ST ANDRE DE L EPINE,49.134258833,-1.021896864,50680
DIROL,47.31839342,3.643605188,58190
GELACOURT,48.476466689,6.731381403,54120
BERSILLIES,50.324817739,3.996240907,59600
ST MARTIN DES OLMES,45.52720162,3.803840839,63600
GERBEVILLER,48.49339307,6.511468236,54830
BERTHEN,50.77756542,2.68801721,59270
ST MARTIN DES PLAINS,45.49504299,3.310850634,63570
EMPURY,47.347358725,3.822286786,58140
GERMONVILLE,48.409874305,6.218032883,54740
BOUSBECQUE,50.763611326,3.074784102,59166
ST NECTAIRE,45.591892699,2.997580691,63710
ST CLAIR SUR L ELLE,49.185365587,-1.041043612,50680
EPIRY,47.17048431,3.731841261,58800
GONDRECOURT AIX,49.244550792,5.762664269,54800
BOUVIGNIES,50.43244973,3.236753611,59870
ST OURS,45.839354809,2.915065575,63230
ST CYR DU BAILLEUL,48.568066008,-0.82708346,50720
GARCHIZY,47.043647776,3.09366001,58600
BROXEELE,50.82860491,2.320657782,59470
ST VICTOR LA RIVIERE,45.548720563,2.934522399,63790
ST FLOXEL,49.488294642,-1.356377755,50310
LAMENAY SUR LOIRE,46.74622068,3.572315444,58300
GROSROUVRES,48.829549891,5.845990657,54470
BRY,50.316609085,3.683199141,59144
ST GEORGES DE LIVOYE,48.737556415,-1.222811058,50370
LORMES,47.289145913,3.825318823,58140
HAUSSONVILLE,48.528211679,6.322224131,54290
CANTAING SUR ESCAUT,50.145158835,3.156916891,59267
THURET,45.974068456,3.261424375,63260
ST GEORGES D ELLE,49.147836353,-0.977790032,50680
LUCENAY LES AIX,46.698049547,3.49197907,58380
HEILLECOURT,48.651087034,6.198162798,54180
CANTIN,50.309968205,3.124206571,59169
VALCIVIERES,45.602067162,3.820896558,63600
ST GERMAIN DE VARREVILLE,49.439031921,-1.244531582,50480
LA MACHINE,46.891574846,3.462345119,58260
HUSSIGNY GODBRANGE,49.495892928,5.855523913,54590
CAPELLE,50.239796882,3.559917873,59213
VALZ SOUS CHATEAUNEUF,45.430752686,3.421809507,63580
MESVES SUR LOIRE,47.230238077,3.00396493,58400
JARNY,49.150010659,5.881681865,54800
CAPINGHEM,50.647074745,2.964530692,59160
LE VERNET CHAMEANE,45.488323867,3.450375603,63580
METZ LE COMTE,47.393000619,3.63581637,58190
JUVRECOURT,48.740578887,6.560249395,54370
CAPPELLE LA GRANDE,50.996178663,2.369123346,59180
VERTOLAYE,45.653989504,3.738432379,63480
MHERE,47.194724629,3.860095553,58140
LAGNEY,48.745418193,5.828144869,54200
CASSEL,50.795687128,2.494002217,59670
VIC LE COMTE,45.644215685,3.240161527,63270
MOISSY MOULINOT,47.327325796,3.707138721,58190
LAITRE SOUS AMANCE,48.739789912,6.274647412,54770
CATILLON SUR SAMBRE,50.070903521,3.644788721,59360
MONTARON,46.876229584,3.74814841,58250
LAMATH,48.520152089,6.442458268,54300
CAUROIR,50.171969649,3.298444392,59400
ST JEAN DU CORAIL DES BOIS,48.771803495,-1.204626263,50370
MONTIGNY AUX AMOGNES,47.025418665,3.279291198,58130
LARONXE,48.544506837,6.598238214,54950
LA CHAPELLE D ARMENTIERES,50.665856348,2.895496449,59930
VILLENEUVE LES CERFS,46.019014186,3.329495995,63310
ST JEAN LE THOMAS,48.727038329,-1.515277932,50530
MONTSAUCHE LES SETTONS,47.214293843,4.033132574,58230
LAY ST REMY,48.682167069,5.762727008,54570
CHATEAU L ABBAYE,50.485922438,3.474982162,59230
VISCOMTAT,45.828698027,3.690174518,63250
LEBEUVILLE,48.434564141,6.240809397,54740
CHERENG,50.610860315,3.209590906,59152
VODABLE,45.50387376,3.134499707,63500
ST LAURENT DE TERREGATTE,48.571138822,-1.246807677,50240
NEUVY SUR LOIRE,47.532184059,2.890145485,58450
LIMEY REMENAUVILLE,48.894395345,5.90171646,54470
CLAIRFAYTS,50.156633525,4.124558403,59740
YOUX,46.140591297,2.804015914,63700
ST MARTIN D AUDOUVILLE,49.529522253,-1.369523055,50310
PARIGNY LES VAUX,47.100804556,3.14618141,58320
LONGUYON,49.458181226,5.591732293,54260
COUTICHES,50.449992078,3.194267261,59310
ABITAIN,43.417347405,-0.997953891,64390
ST MAUR DES BOIS,48.816966673,-1.152275721,50800
PERROY,47.404986749,3.164677484,58220
DEHERIES,50.051061086,3.34468007,59127
AINCILLE,43.134379392,-1.197226885,64220
DEULEMONT,50.728346106,2.970139963,59890
AINHICE MONGELOS,43.214132967,-1.159167926,64220
ST NICOLAS DES BOIS,48.76167838,-1.192583497,50370
RAVEAU,47.17926708,3.11591039,58400
LUDRES,48.620641854,6.17313981,54710
DOIGNIES,50.132173801,3.013789587,59400
AMENDEUIX ONEIX,43.343817888,-1.042742301,64120
ST PIERRE EGLISE,49.669899119,-1.398276908,50330
MAIDIERES,48.89634381,6.035581411,54700
DOMPIERRE SUR HELPE,50.141387889,3.859572147,59440
ANDREIN,43.399856609,-0.889582462,64390
ROUY,47.038444956,3.540866134,58110
MALLELOY,48.792257953,6.167847265,54670
DRINCHAM,50.910454322,2.320106549,59630
ARAUX,43.340941705,-0.81873599,64190
SAINCAIZE MEAUCE,46.907173624,3.086845687,58470
MAMEY,48.880169853,5.955604121,54470
ARBONNE,43.421671021,-1.549100628,64210
ST AMAND EN PUISAYE,47.548323784,3.078355821,58310
MENIL LA TOUR,48.774741756,5.831528424,54200
ARETTE,43.040263836,-0.736017737,64570
ST ANDELAIN,47.310384116,2.979820121,58150
MERCY LE HAUT,49.369875617,5.825124909,54560
ARNOS,43.458449444,-0.53344612,64370
ST SAUVEUR LE VICOMTE,49.379755399,-1.547850463,50390
ST AUBIN LES FORGES,47.142698568,3.188014293,58130
MINORVILLE,48.809515307,5.879798877,54385
EBBLINGHEM,50.734298588,2.418784166,59173
AROUE ITHOROTS OLHAIBY,43.309026237,-0.928438995,64120
ST SEBASTIEN DE RAIDS,49.195243225,-1.376647362,50190
ST BENIN D AZY,46.996333663,3.404599867,58270
MOIVRONS,48.828453503,6.247708206,54760
EPPE SAUVAGE,50.118503806,4.165331587,59132
ARROS DE NAY,43.181817974,-0.295545861,64800
STE SUZANNE SUR VIRE,49.072888418,-1.056980013,50750
ST BRISSON,47.267265254,4.095032233,58230
MONT L ETROIT,48.499096414,5.783024645,54170
ERINGHEM,50.889080047,2.312537959,59470
ARZACQ ARRAZIGUET,43.540939187,-0.425454697,64410
ST VIGOR DES MONTS,48.909472482,-1.056372676,50420
STE COLOMBE DES BOIS,47.320917806,3.153157406,58220
ERQUINGHEM LYS,50.670343821,2.840537745,59193
AURIONS IDERNES,43.531558506,-0.130384634,64350
NONHIGNY,48.548675437,6.890791657,54450
ESCAUDOEUVRES,50.192479963,3.274435481,59161
AYDIE,43.570258712,-0.11352346,64330
NORROY LES PONT A MOUSSON,48.93242361,6.012685903,54700
ESNES,50.094691931,3.308603024,59127
BANCA,43.100075474,-1.371497986,64430
SERVON,48.602792939,-1.411072643,50170
ST HILAIRE EN MORVAN,47.06844189,3.887071717,58120
NOVIANT AUX PRES,48.84578077,5.885581153,54385
ESQUELBECQ,50.890512576,2.429163461,59470
BARCUS,43.177321727,-0.794750083,64130
SOTTEVILLE,49.539791369,-1.753454401,50340
ST MARTIN D HEUILLE,47.047771084,3.232701792,58130
OGEVILLER,48.551324299,6.718320984,54450
ESQUERCHIN,50.38546484,3.007377131,59553
BARRAUTE CAMU,43.383577961,-0.901204908,64390
OGNEVILLE,48.471694996,6.058879086,54330
ESTAIRES,50.65473732,2.720856636,59940
BASSILLON VAUZE,43.452817028,-0.076325582,64350
TAMERVILLE,49.542505712,-1.461490275,50700
ST PEREUSE,47.058655622,3.809291888,58110
OZERAILLES,49.226047045,5.841873484,54150
BASTANES,43.352025493,-0.754147402,64190
LE TANU,48.804270357,-1.334502121,50320
PARUX,48.541650304,6.921733114,54480
ESTRUN,50.24430623,3.294319739,59295
BEDOUS,43.005739798,-0.588571032,64490
ST SAULGE,47.101706892,3.519020775,58330
PONT A MOUSSON,48.921785559,6.053379442,54700
FENAIN,50.367264417,3.299999325,59179
BERNADETS,43.376762206,-0.282156633,64160
SAIZY,47.356468636,3.699305614,58190
PONT ST VINCENT,48.609307923,6.075202548,54550
FERON,50.047987192,4.019385142,59610
BERROGAIN LARUNS,43.250149764,-0.862516142,64130
PORT SUR SEILLE,48.899576336,6.159285071,54700
FLOURSIES,50.186539239,3.971383006,59440
BESINGRAND,43.374259116,-0.569401847,64150
SAVIGNY POIL FOL,46.783063431,3.834829642,58170
PREUTIN HIGNY,49.347267003,5.799211445,54490
FRESSAIN,50.283243078,3.191972225,59234
BEYRIE SUR JOYEUSE,43.310875574,-1.0965663,64120
SERMAGES,47.014754309,3.840844707,58290
REHERREY,48.508407309,6.776875057,54120
GENECH,50.528642451,3.222128834,59242
BONLOC,43.367222705,-1.267420426,64240
THEVILLE,49.648062574,-1.417460699,50330
SOUGY SUR LOIRE,46.860833962,3.406365103,58300
REHON,49.499306209,5.757383149,54430
GHYVELDE,51.035444164,2.531240053,59254
BORDES,43.243524701,-0.273608566,64510
TACONNAY,47.312462675,3.489728345,58420
REMONCOURT,48.655861698,6.740924506,54370
GOGNIES CHAUSSEE,50.327218984,3.942098927,59600
BOUEILH BOUEILHO LASQUE,43.539081936,-0.314960921,64330
TAMNAY EN BAZOIS,47.05447347,3.723322788,58110
REPAIX,48.612817361,6.830650209,54450
LA GROISE,50.076067857,3.681031468,59360
BRISCOUS,43.456287976,-1.325071442,64240
HARDIFORT,50.818592978,2.481235183,59670
BUZY,43.141186954,-0.446444258,64260
TINTURY,47.001103423,3.587717764,58110
ST BOINGT,48.418654156,6.429384029,54290
HAULCHIN,50.313758102,3.422707584,59121
CARRERE,43.477865193,-0.27769604,64160
TURQUEVILLE,49.405621178,-1.270412145,50480
TRACY SUR LOIRE,47.328811429,2.913507219,58150
HECQ,50.180005875,3.651634,59530
TROIS VEVRES,46.911289164,3.422713491,58260
HEM,50.655181812,3.192810315,59510
CASTETNAU CAMBLONG,43.322366455,-0.797244579,64190
VALOGNES,49.513070432,-1.473533847,50700
VARENNES VAUZELLES,47.037171544,3.143816706,58640
ST MAX,48.704906413,6.206375947,54130
HERIN,50.358274584,3.448511285,59195
CETTE EYGUN,42.936852046,-0.568313373,64490
LE VAL ST PERE,48.661485549,-1.372566214,50300
VAUCLAIX,47.226945644,3.818473294,58140
ST NICOLAS DE PORT,48.62223451,6.295381315,54210
HERZEELE,50.881134146,2.52966348,59470
DOGNEN,43.288484424,-0.732953333,64190
VER,48.896018841,-1.390567298,50450
VILLAPOURCON,46.938009519,3.956586921,58370
SAULXURES LES VANNES,48.51932842,5.800671571,54170
INCHY,50.121624234,3.470685344,59540
EAUX BONNES,42.951779608,-0.358593602,64440
LE VICEL,49.632686244,-1.319941735,50760
SEXEY AUX FORGES,48.634979019,6.023821678,54550
LEFFRINCKOUCKE,51.047882076,2.454194405,59495
ESCOT,43.078370008,-0.564978427,64490
VIDECOSVILLE,49.56667455,-1.371480261,50630
ALLENNES LES MARAIS,50.541448519,2.948281673,59251
SORNEVILLE,48.740880785,6.415654892,54280
LEZ FONTAINE,50.173520299,4.0632807,59740
ESPELETTE,43.323605431,-1.45280514,64250
SPONVILLE,49.074196876,5.831223092,54800
LEVAL,50.18061365,3.833935023,59620
ESTIALESCQ,43.221346879,-0.55148065,64290
ALLIANCELLES,48.803583832,4.87364923,51250
TELLANCOURT,49.50901824,5.630495422,54260
ESTOS,43.212864612,-0.606157081,64400
ANTHENAY,49.139496813,3.734628893,51700
ANNEUX,50.156658346,3.125967493,59400
THEY SOUS VAUDEMONT,48.404318824,6.053084911,54930
LOMPRET,50.664044815,2.995254092,59840
ETCHARRY,43.331284318,-0.928166336,64120
ANNOEULLIN,50.526085176,2.927412205,59112
THEZEY ST MARTIN,48.902822108,6.302987108,54610
LOUVIL,50.556365858,3.189629123,59830
GABASTON,43.357636791,-0.215078859,64160
ARLEUX,50.281849972,3.112754755,59151
THIAUCOURT REGNIEVILLE,48.945995857,5.881042608,54470
LOUVROIL,50.258397604,3.954218631,59720
GABAT,43.376759094,-1.030726021,64120
AUBILLY,49.212893312,3.856323781,51170
AUBERS,50.595955527,2.819846481,59249
THUMEREVILLE,49.203173699,5.806138972,54800
LYNDE,50.718693529,2.434647763,59173
GERONCE,43.221903322,-0.70975911,64400
AULNAY SUR MARNE,48.997100951,4.207587452,51150
AUBIGNY AU BAC,50.265730126,3.168315967,59265
TRAMONT EMY,48.413452404,5.949101847,54115
LYS LEZ LANNOY,50.672379465,3.217063026,59390
GUICHE,43.510013681,-1.207512448,64520
AVESNELLES,50.106001155,3.951285957,59440
TRONDES,48.723365183,5.771430846,54570
MAING,50.303727817,3.48848217,59233
GURS,43.276248611,-0.758992708,64190
AWOINGT,50.153822757,3.285983043,59400
TRONVILLE,49.082933417,5.919515355,54800
MARCHIENNES,50.41433787,3.262989075,59870
HENDAYE,43.364515113,-1.766426329,64700
UGNY,49.464302363,5.707240246,54870
MARCQ EN BAROEUL,50.675587872,3.10112966,59700
L HOPITAL ST BLAISE,43.255767892,-0.770308577,64130
BASLIEUX LES FISMES,49.324798127,3.713911627,51170
BANTEUX,50.065745668,3.188109612,59266
VAL ET CHATILLON,48.555110697,7.006200939,54480
MARCQ EN OSTREVENT,50.287941631,3.23491565,59252
IBARROLLE,43.192659247,-1.098838035,64120
BEINE NAUROY,49.245638792,4.239076786,51490
BANTIGNY,50.233759527,3.235436892,59554
VALHEY,48.683793112,6.495084591,54370
MAROILLES,50.132272988,3.75805967,59550
IDRON,43.298024381,-0.306091937,64320
BELVAL EN ARGONNE,48.944488597,4.978985161,51330
BAVINCHOVE,50.774762846,2.440424532,59670
MARQUILLIES,50.55060117,2.868991736,59274
IRISSARRY,43.260824362,-1.235962124,64780
BIGNICOURT SUR MARNE,48.681347774,4.60985383,51300
BAZUEL,50.081957712,3.595479749,59360
VALLOIS,48.46015585,6.54562866,54830
MASNIERES,50.104815252,3.202002967,59241
ISPOURE,43.183213936,-1.239419494,64220
BERGUES,50.969104845,2.433542253,59380
VANDELAINVILLE,49.028966492,5.978957042,54890
JATXOU,43.406752269,-1.411769334,64480
BOURSAULT,49.05124876,3.838031461,51480
BERSEE,50.480546432,3.150979299,59235
VAUDEVILLE,48.45487738,6.208732756,54740
MAZINGHIEN,50.050054745,3.596518566,59360
BRUGNY VAUDANCOURT,48.983752234,3.859603151,51530
VILCEY SUR TREY,48.93989249,5.958658641,54700
MONCHAUX SUR ECAILLON,50.283760777,3.458155463,59224
LABASTIDE MONREJEAU,43.390580348,-0.527423581,64170
BETHENCOURT,50.143033846,3.423277278,59540
VILLE AU VAL,48.841069441,6.13005232,54380
MONCHEAUX,50.457038499,3.088183342,59283
LABATUT FIGUIERES,43.416525365,-0.013235246,64460
BUSSY LE REPOS,48.902998726,4.740470895,51330
BETTRECHIES,50.322144507,3.740225212,59570
VILLE EN VERMOIS,48.619632304,6.244192509,54210
MORBECQUE,50.67673372,2.536068879,59190
LACARRE,43.187211273,-1.161661863,64220
CERNAY LES REIMS,49.253753677,4.109281857,51420
BEVILLERS,50.158135323,3.39048093,59217
VILLERS SOUS PRENY,48.942928747,5.994940958,54700
MOUCHIN,50.516630325,3.286269685,59310
LALONGUE,43.481085202,-0.189315752,64350
CHAINTRIX BIERGES,48.895440258,4.103784041,51130
BIERNE,50.971082375,2.401372304,59380
VIRECOURT,48.455333132,6.319148799,54290
NEUVILLE EN AVESNOIS,50.199543675,3.578697715,59218
LARREULE,43.473628097,-0.471200815,64410
CHAMPAUBERT,48.887681346,3.767077465,51270
BISSEZEELE,50.913462143,2.406712327,59380
VITERNE,48.587296686,6.013203841,54123
NEUVILLE ST REMY,50.187271985,3.218404938,59554
LASSEUBE,43.213327884,-0.483313429,64290
CHAMPVOISY,49.126880051,3.627372266,51700
XONVILLE,49.057354847,5.856039525,54800
NIEURLET,50.794892194,2.280497886,59143
LICHOS,43.30939325,-0.880699692,64130
BOURGHELLES,50.563544072,3.246823982,59830
NOMAIN,50.501581448,3.238609693,59310
LIMENDOUS,43.277854053,-0.182676367,64420
CHAUMUZY,49.159706107,3.867950933,51170
BOUSIES,50.151908577,3.615224252,59222
ANDERNAY,48.783883231,4.953053625,55800
NOYELLES SUR SAMBRE,50.161702757,3.795256952,59550
LOUBIENG,43.420898267,-0.756640423,64300
CHEMINON,48.743609371,4.919873144,51250
BRUAY SUR L ESCAUT,50.396996274,3.538268654,59860
NOYELLES SUR SELLE,50.278880225,3.381826185,59282
LOUVIE SOUBIRON,43.014010844,-0.331905764,64440
CHEPPES LA PRAIRIE,48.818240333,4.442341891,51240
BRUILLE ST AMAND,50.465066135,3.506477258,59199
AUTRECOURT SUR AIRE,49.031268595,5.140248286,55120
OBIES,50.268838409,3.776606379,59570
LUC ARMAU,43.42685088,-0.072492305,64350
CHEPY,48.906599386,4.453729352,51240
BUGNICOURT,50.290504119,3.154843207,59151
BAR LE DUC,48.764281504,5.163287429,55000
OBRECHIES,50.222495431,4.037063455,59680
LUCQ DE BEARN,43.298071029,-0.647367807,64360
LE CATEAU CAMBRESIS,50.092186829,3.539085971,59360
BAUDONVILLIERS,48.688451361,5.005883076,55170
OCHTEZEELE,50.819112718,2.399853501,59670
MIREPEIX,43.192854854,-0.250755335,64800
CORBEIL,48.573604081,4.436289783,51320
CHOISIES,50.212187081,4.04744622,59740
ORCHIES,50.468760889,3.239055779,59310
MONT,43.42705232,-0.659414364,64300
COBRIEUX,50.539159868,3.239807329,59830
BELLEVILLE SUR MEUSE,49.179745406,5.395559781,55430
