Nom,latitude,longitude,code_postal
POTIGNY,48.969837166,-0.247407313,14420
YVIGNAC LA TOUR,48.349073,-2.170540712,22350
BEUGNEUX,49.227311242,3.416475399,02210
CHALANDRY ELAIRE,49.707610653,4.755237081,08160
BELLE VIE EN AUGE,49.115179421,-0.028824543,14340
ARRENES,46.072107861,1.567588221,23210
BICHANCOURT,49.57913903,3.212643827,02300
ST GEORGES DE LUZENCON,44.056682277,2.986966021,12100
CHAMPIGNEULLE,49.351370552,4.927528397,08250
LA RIVIERE ST SAUVEUR,49.40830739,0.267694518,14600
AUBUSSON,45.950760483,2.166412489,23200
BIEUXY,49.447456964,3.269941259,02290
ST IGEST,44.44567183,2.090389598,12260
CHARLEVILLE MEZIERES,49.775018299,4.717044422,08000
CASTINE EN PLAINE,49.109717578,-0.313874564,14540
AULON,46.091781009,1.696034634,23210
BOIS LES PARGNY,49.737172274,3.654174783,02270
ST JUERY,43.924174559,2.696361427,12550
CHATEAU PORCIEN,49.534281352,4.247176814,08360
BENEVENT L ABBAYE,46.11827962,1.62977342,23210
BOUCONVILLE VAUCLAIR,49.460193485,3.756684634,02860
CHATEL CHEHERY,49.278689616,4.952207336,08250
RUMESNIL,49.186316249,0.021861721,14340
BETETE,46.361798811,2.06964137,23270
BOURESCHES,49.067056293,3.316703204,02400
ST ROME DE CERNON,44.009558473,2.984346917,12490
LE CHATELET SUR SORMONNE,49.840435026,4.517654679,08150
LE CASTELET,49.088276396,-0.28312035,14540
BORD ST GEORGES,46.251800386,2.286976209,23230
BRISSY HAMEGICOURT,49.742857871,3.399923608,02240
ST SANTIN,44.639426023,2.232664626,12300
CHAUMONT PORCIEN,49.648597313,4.238321952,08220
ST COME DE FRESNE,49.325865047,-0.602115543,14960
BROUSSE,45.972092082,2.452236119,23700
BRUMETZ,49.110351585,3.153350725,02810
ST SERNIN SUR RANCE,43.878689113,2.623191003,12380
CHAMBONCHARD,46.160920491,2.541271807,23110
BRUNEHAMEL,49.771382057,4.186261479,02360
ST SEVER DU MOUSTIER,43.772115473,2.693634334,12370
CHEVEUGES,49.662874013,4.888596741,08350
ST DENIS DE MAILLOC,49.098034851,0.315262309,14100
CHATELARD,45.964034257,2.467491993,23700
BUCY LE LONG,49.387973822,3.398519722,02880
CHOOZ,50.089523773,4.801001518,08600
CHATELUS MALVALEIX,46.297231706,2.032944012,23270
CAILLOUEL CREPIGNY,49.617755672,3.121707969,02300
SALVAGNAC CAJARC,44.454607534,1.871701776,12260
DOM LE MESNIL,49.686339372,4.810194862,08160
ST HYMER,49.243591803,0.167462983,14130
LE CHAUCHET,46.110422241,2.329161415,23130
DRICOURT,49.393878114,4.515831681,08310
ST JULIEN SUR CALONNE,49.287187125,0.230471481,14130
CHAVANAT,45.952015732,1.96663649,23250
CERNY EN LAONNOIS,49.450196586,3.679121433,02860
SAUVETERRE DE ROUERGUE,44.247151528,2.314844442,12800
FLIGNY,49.884356371,4.265011618,08380
ST LOUP HORS,49.26073367,-0.731411654,14400
CHENERAILLES,46.113132135,2.17122505,23130
CHAMBRY,49.598625529,3.671806573,02000
SAVIGNAC,44.36027573,1.958424209,12200
STE MARGUERITE D ELLE,49.215391468,-0.98681552,14330
CLUGNAT,46.299903055,2.119491637,23270
CHAOURSE,49.70058224,3.985961293,02340
SEGUR,44.291027584,2.843750868,12290
FROMELENNES,50.115112288,4.864363634,08600
ST MARTIN DE BIENFAITE LA CRESSONNIERE,49.032838473,0.352957575,14290
LE COMPAS,46.003665751,2.452090516,23700
LA SERRE,43.893242229,2.654867579,12380
GIVET,50.142236018,4.834719599,08600
ST PIERRE AZIF,49.292850972,0.037947984,14950
LA COURTINE,45.730029968,2.243697756,23100
CHAUDUN,49.315257363,3.252722944,02200
LA GRANDVILLE,49.786525577,4.803850636,08700
ST PIERRE DU FRESNE,49.034237919,-0.76553489,14260
DOMEYROT,46.249354505,2.146685644,23140
CHAUNY,49.619538899,3.219139283,02300
GUIGNICOURT SUR VENCE,49.688766126,4.632467141,08430
FAUX LA MONTAGNE,45.74324454,1.935403108,23340
CHEZY EN ORXOIS,49.126870891,3.168015889,02810
TAURIAC DE NAUCELLE,44.145383439,2.323592763,12800
HAULME,49.857698257,4.792256184,08800
FELLETIN,45.890272466,2.182661726,23500
CHIVY LES ETOUVELLES,49.532848303,3.585053697,02000
TAUSSAC,44.8249271,2.636236007,12600
LA FORET DU TEMPLE,46.426988528,1.905505502,23360
CIRY SALSOGNE,49.367262408,3.467612315,02220
HAYBES,49.992906297,4.734966441,08170
GENOUILLAC,46.344765212,1.99389341,23350
CLASTRES,49.749158544,3.230539083,02440
VEYREAU,44.182028437,3.306652748,12720
HIERGES,50.098501349,4.73364879,08320
LAVAUFRANCHE,46.305387918,2.272158447,23600
COLONFAY,49.858727328,3.711179009,02120
VILLEFRANCHE DE PANAT,44.097378405,2.715870951,12430
HOUDILCOURT,49.422509366,4.125287354,08190
LEPINAS,46.058616786,1.936862142,23150
COMMENCHON,49.64183436,3.150796615,02300
VILLEFRANCHE DE ROUERGUE,44.349875782,2.030960638,12200
JANDUN,49.67434798,4.558959359,08430
LIZIERES,46.208774959,1.572636923,23240
CONDE SUR SUIPPE,49.414200702,3.945358894,02190
VIVIEZ,44.556148585,2.221013994,12110
JOIGNY SUR MEUSE,49.832186153,4.763717767,08700
ST SAMSON,49.190282565,-0.152278236,14670
LOURDOUEIX ST PIERRE,46.39990787,1.828770256,23360
CORBENY,49.462187395,3.826504384,02820
CURAN,44.197787301,2.853635906,12410
JONVAL,49.569520154,4.662700441,08130
COURCHAMPS,49.116771977,3.262927151,02810
JUSTINE HERBIGNY,49.60507937,4.325246004,08270
MAGNAT L ETRANGE,45.795040061,2.268518552,23260
COURTEMONT VARENNES,49.071642676,3.541745045,02850
LEPRON LES VALLEES,49.748815205,4.455686954,08150
MAISON FEYNE,46.347369221,1.670344218,23800
CRAMAILLE,49.228557893,3.452131899,02130
AUBAGNE,43.29362258,5.563232443,13400
LIART,49.761502593,4.341523327,08290
ST SYLVAIN,49.053195903,-0.215100869,14190
MALLERET BOUSSAC,46.341625016,2.150706202,23600
CREPY,49.608292989,3.512045015,02870
BERRE L ETANG,43.503561063,5.160358477,13130
LINAY,49.616038223,5.228817537,08110
SAON,49.271565194,-0.862662301,14330
MONTBOUCHER,45.947450227,1.680886192,23400
LA CROIX SUR OURCQ,49.159694249,3.350437839,02210
BOULBON,43.867948414,4.697359608,13150
LONGWE,49.386044932,4.799986263,08400
MORTROUX,46.395421346,1.907114749,23220
CROUTTES SUR MARNE,48.979658946,3.247232276,02310
CASSIS,43.223157649,5.550671108,13260
MALANDRY,49.575635661,5.181449932,08370
SOLIERS,49.131060621,-0.286947673,14540
MOUTIER D AHUN,46.100248506,2.062828549,23150
CROUY,49.407533488,3.365387922,02880
FONTVIEILLE,43.723223343,4.722458135,13990
MARANWEZ,49.728129946,4.340631815,08460
SOMMERVIEU,49.292845099,-0.645855581,14400
PEYRAT LA NONIERE,46.080486688,2.2523638,23130
DALLON,49.823968114,3.230286871,02680
MATTON ET CLEMENCY,49.676443807,5.226392525,08110
SURVILLE,49.302643765,0.224112036,14130
PONTARION,45.996354024,1.846663015,23250
DERCY,49.709968405,3.684415908,02270
MOIRY,49.599735327,5.279049993,08370
THAON,49.255136663,-0.449331371,14610
SAGNAT,46.31303615,1.624922718,23800
DOHIS,49.766840691,4.141910835,02360
GRAVESON,43.854050821,4.76721401,13690
MONDIGNY,49.712419023,4.63692065,08430
THURY HARCOURT LE HOM,48.991717061,-0.518177199,14220
SANNAT,46.123098803,2.415392469,23110
DRAVEGNY,49.239518105,3.641657715,02130
LAMANON,43.705102322,5.088833335,13113
MONTCHEUTIN,49.288084985,4.803215496,08250
LE TORQUESNE,49.218188487,0.169346515,14130
SOUMANS,46.304462215,2.331255111,23600
DROIZY,49.276869729,3.389239518,02210
MAILLANE,43.82310965,4.784914815,13910
MONTHERME,49.89968252,4.747749349,08800
TOUR EN BESSIN,49.294287894,-0.783901111,14400
SOUS PARSAT,46.058106441,1.978882271,23150
DURY,49.751383705,3.13330499,02480
MARTIGUES,43.379762868,5.049566879,13500
MONTIGNY SUR MEUSE,50.047758174,4.710886331,08170
TRUNGY,49.194235778,-0.722359856,14490
ST AVIT DE TARDES,45.920197472,2.298367746,23200
EPAUX BEZU,49.103087466,3.353753745,02400
MONT ST REMY,49.386607093,4.476786086,08310
ST DIZIER MASBARAUD,46.01179472,1.709328952,23400
EPPES,49.552829531,3.738795105,02840
MAUSSANE LES ALPILLES,43.714424312,4.832972989,13520
ST DOMET,46.050617603,2.295262168,23190
ESSIGNY LE PETIT,49.896372232,3.367353542,02100
ST PIERRE DE MEZOARGUES,43.860972417,4.657077815,13150
MURTIN ET BOGNY,49.81012128,4.539490258,08150
ETAMPES SUR MARNE,49.031516845,3.419018346,02400
MIRAMAS,43.584165604,5.013905402,13140
NEUFLIZE,49.406533478,4.311638766,08300
STE FEYRE LA MONTAGNE,45.895512712,2.232435301,23500
ETREAUPONT,49.896046329,3.923522553,02580
PARADOU,43.708352976,4.778037373,13520
NEUFMANIL,49.822662267,4.806838399,08700
ST FIEL,46.213390947,1.895108325,23000
FAVEROLLES,49.227271349,3.178334103,02600
PELISSANNE,43.630857227,5.159858901,13330
LA NEUVILLE A MAIRE,49.579767607,4.856014386,08450
ST GEORGES LA POUGE,45.997687846,1.962935195,23250
FERE EN TARDENOIS,49.187277312,3.511007738,02130
LA NEUVILLE AUX JOUTES,49.93265484,4.241091403,08380
LE VEY,48.916702108,-0.461183873,14570
ST JUNIEN LA BREGERE,45.884866503,1.743771674,23400
FLAVY LE MARTEL,49.705603427,3.194499251,02520
PEYPIN,43.384453702,5.571560948,13124
VIERVILLE SUR MER,49.366938833,-0.902282977,14710
ST MARC A LOUBAUD,45.843584724,1.990850491,23460
FOLEMBRAY,49.548888381,3.29298586,02670
PLAN D ORGON,43.817770158,5.002505597,13750
NOUZONVILLE,49.820101987,4.753687576,08700
LA VILLETTE,48.909233452,-0.543144693,14570
ST MARTIAL LE VIEUX,45.689657486,2.308271515,23100
FONTAINE NOTRE DAME,49.878652418,3.423737823,02110
PORT DE BOUC,43.42352416,4.992071202,13110
ST MARTIN STE CATHERINE,45.942736984,1.561365309,23430
GOUDELANCOURT LES BERRIEUX,49.494766075,3.85877033,02820
PORT ST LOUIS DU RHONE,43.416405935,4.805565377,13230
OCHES,49.506812083,4.929790113,08240
ST MAURICE PRES CROCQ,45.857756366,2.315080118,23260
GOUSSANCOURT,49.160730948,3.656562068,02130
OSNES,49.658462122,5.157742607,08110
ST MEDARD LA ROCHETTE,46.022200499,2.146584323,23200
GOUY,49.998674251,3.264698012,02420
POURU AUX BOIS,49.710305618,5.096712166,08140
HARLY,49.841023015,3.334927867,02100
ROQUEVAIRE,43.343598243,5.597705527,13360
ST SULPICE LES CHAMPS,45.988632674,2.019503194,23480
LE HERIE LA VIEVILLE,49.822170121,3.65430944,02120
ST ANTONIN SUR BAYON,43.516742412,5.593739751,13100
PUISEUX,49.593650798,4.53659512,08270
ALLANCHE,45.231281197,2.953694537,15160
ST VAURY,46.200320822,1.748838164,23320
HOMBLIERES,49.858033305,3.374775824,02720
ST MARTIN DE CRAU,43.612027918,4.856371905,13310
PURE,49.681955812,5.179933232,08110
ALLY,45.167013463,2.355157578,15700
TARDES,46.141614778,2.35481114,23170
JONCOURT,49.960319763,3.304155779,02420
SALON DE PROVENCE,43.646321793,5.067827841,13300
QUILLY,49.40545585,4.582670194,08400
ANGLARDS DE ST FLOUR,44.98938069,3.158487426,15100
LA VILLETELLE,45.92353619,2.338021831,23260
LAON,49.567890211,3.621152816,02000
CARNOUX EN PROVENCE,43.258624794,5.566047602,13470
RANCENNES,50.121213306,4.821981607,08600
ARCHES,45.298825401,2.318519058,15200
ARCHIGNAC,45.015702866,1.291297049,24590
LATILLY,49.15390518,3.311849174,02210
MARSEILLE 01,43.299974296,5.382708717,13001
BARRIAC LES BOSQUETS,45.147258328,2.265770027,15700
AURIAC DU PERIGORD,45.112729348,1.127023157,24290
LAVERSINE,49.353100869,3.154391342,02600
MARSEILLE 02,43.31475581,5.361219235,13002
RETHEL,49.513762427,4.383638796,08300
BOISSET,44.785776689,2.254905394,15600
LA BACHELLERIE,45.133887094,1.163309779,24210
LEMPIRE,49.994081474,3.174521128,02420
MARSEILLE 04,43.306645714,5.401052873,13004
RIMOGNE,49.839013008,4.534897093,08150
PUYCAPEL,44.704845988,2.330748195,15340
BADEFOLS D ANS,45.229272957,1.203894919,24390
LESQUIELLES ST GERMAIN,49.931707094,3.6283017,02120
MARSEILLE 05,43.292388629,5.398198756,13005
CHALIERS,44.970011975,3.237518185,15320
BARS,45.094988704,1.051050205,24210
LICY CLIGNON,49.101907786,3.264399972,02810
BASSILLAC ET AUBEROCHE,45.16148637,0.88523613,24330
LOGNY LES AUBENTON,49.832326253,4.219461116,02500
ABLON,49.394167784,0.287092017,14600
CHANTERELLE,45.377152303,2.83372224,15190
AMAYE SUR SEULLES,49.082806873,-0.718755968,14310
RUBIGNY,49.688982332,4.20712476,08220
LA CHAPELLE D ALAGNON,45.10476758,2.908789587,15300
BEAUMONTOIS EN PERIGORD,44.736243738,0.75452331,24440
ST LAMBERT ET MONT DE JEUX,49.497790154,4.624082128,08130
CHARMENSAC,45.226321485,3.075430141,15500
PAYS DE BELVES,44.746001764,0.974796048,24170
ST MENGES,49.760275302,4.931705788,08200
CHAUSSENAC,45.176655084,2.272191331,15700
BERGERAC,44.854305557,0.486499263,24100
MARCHAIS,49.584602966,3.8210668,02350
ANISY,49.25088322,-0.398345461,14610
ST PIERRE A ARNES,49.296762191,4.463667503,08310
CLAVIERES,44.993491217,3.310160968,15320
ARGANCHY,49.230133145,-0.732464839,14400
ST PIERRE SUR VENCE,49.701894055,4.683329371,08430
COLLANDRES,45.215283544,2.640858378,15400
BOISSEUILH,45.281250157,1.178092088,24390
MARCY SOUS MARLE,49.746054438,3.734232642,02250
ARGENCES,49.134123932,-0.158603199,14370
ST QUENTIN LE PETIT,49.585725482,4.079799691,08220
CROS DE RONESQUE,44.861426637,2.606830334,15130
BORREZE,44.974358977,1.391212154,24590
MARFONTAINE,49.80753818,3.763589709,02140
ASNIERES EN BESSIN,49.359860309,-0.937738501,14710
SEVIGNY LA FORET,49.87937382,4.478490495,08230
DIENNE,45.165376713,2.807806054,15300
BOUNIAGUES,44.75683561,0.527640267,24560
MARGIVAL,49.43177536,3.405408387,02880
JALEYRAC,45.269432695,2.367737075,15200
LE BOURDEIX,45.57893532,0.635983964,24300
MERCIN ET VAUX,49.370904659,3.270105437,02200
SOMMERANCE,49.326202622,4.992260818,08250
LAVEISSIERE,45.103492698,2.782374096,15300
BOURG DU BOST,45.267002878,0.263228778,24600
MESBRECOURT RICHECOURT,49.710782951,3.537264285,02270
LES AUTHIEUX SUR CALONNE,49.284526439,0.274845857,14130
SUGNY,49.355915877,4.662035527,08400
BOUZIC,44.720873372,1.217529049,24250
MESNIL ST LAURENT,49.829108064,3.364412575,02720
AVENAY,49.095792808,-0.465448599,14210
SURY,49.765682304,4.612110679,08090
LE BUGUE,44.926388023,0.92506018,24260
MEURIVAL,49.357502994,3.759691278,02160
BALLEROY SUR DROME,49.195275156,-0.837432385,14490
SY,49.513909496,4.872390803,08390
MALBO,44.980457958,2.752888779,15230
LE BUISSON DE CADOUIN,44.820470839,0.890243846,24480
MISSY AUX BOIS,49.335246711,3.246829602,02200
BARBEVILLE,49.273989418,-0.754177324,14400
MANDAILLES ST JULIEN,45.077637874,2.664691569,15590
CAMPSEGRET,44.942398231,0.567177158,24140
MISSY SUR AISNE,49.385796988,3.438020223,02880
CAPDROT,44.679186018,0.945097291,24540
MONAMPTEUIL,49.475773649,3.572850272,02000
BAZENVILLE,49.300490776,-0.584913937,14480
MARMANHAC,45.007327782,2.478373779,15250
CARLUX,44.886910585,1.360331489,24370
MONTCHALONS,49.513778836,3.727459479,02860
TANNAY,49.524207919,4.825109437,08390
MAURIAC,45.218560402,2.316801484,15200
CARSAC DE GURSON,44.940773912,0.094914086,24610
MONTHENAULT,49.489769799,3.655508134,02860
THIN LE MOUTIER,49.715054531,4.511553523,08460
MAURINES,44.869770447,3.082323056,15110
CASTELS ET BEZENAC,44.866841648,1.081602647,24220
MONTIGNY L ALLIER,49.122370638,3.107996308,02810
TOULIGNY,49.677184386,4.614540555,08430
MEALLET,45.262822009,2.414743305,15200
CAUSE DE CLERANS,44.873414509,0.67278406,24150
MONTIGNY LENGRAIN,49.372578828,3.099063795,02290
BENY SUR MER,49.290530513,-0.436928893,14440
VAUX EN DIEULET,49.478696586,4.991478089,08240
MOLOMPIZE,45.233780062,3.126706561,15500
CHANTERAC,45.167425705,0.437967488,24190
MONT NOTRE DAME,49.292397628,3.582216807,02220
BLAINVILLE SUR ORNE,49.228567561,-0.304359765,14550
VENDRESSE,49.603596761,4.792003774,08160
MONTBOUDIF,45.370380707,2.732400864,15190
LA CHAPELLE GONAGUET,45.230351091,0.618993136,24350
MONT ST JEAN,49.792702607,4.210227315,02360
LE BO,48.905820115,-0.442553152,14690
LES COTEAUX PERIGOURDINS,45.093293056,1.36725697,24120
MURET ET CROUTTES,49.278626123,3.434628893,02210
BONS TASSILLY,48.958775685,-0.228583933,14420
VILLERS SUR BAR,49.68227569,4.855147066,08350
NAUCELLES,44.952892968,2.420730292,15250
CLERMONT DE BEAUREGARD,44.949485437,0.647066501,24140
NESLES LA MONTAGNE,48.999750332,3.44605178,02400
VIREUX MOLHAIN,50.077121172,4.705205543,08320
CONDAT SUR VEZERE,45.106314573,1.229119424,24570
NEUFCHATEL SUR AISNE,49.436580849,4.024031385,02190
LE BREUIL EN AUGE,49.227559661,0.218566494,14130
LA COQUILLE,45.544584334,0.965385224,24450
LE NOUVION EN THIERACHE,50.008566787,3.809358313,02170
LE BREUIL EN BESSIN,49.254451504,-0.855654273,14330
NIEUDAN,44.983119543,2.246234227,15150
CORGNAC SUR L ISLE,45.373358024,0.944746147,24800
OGNES,49.614542455,3.191108052,02300
LA CAMBE,49.344768793,-1.009958828,14230
AIGUES JUNTES,43.050400025,1.471458393,09240
PAULHENC,44.884962344,2.815514733,15230
COUBJOURS,45.241701813,1.254197904,24390
ORAINVILLE,49.375881407,4.016154951,02190
CANTELOUP,49.136466222,-0.121358083,14370
ARGEIN,42.923755653,0.990460504,09800
PEYRUSSE,45.210957473,3.030544204,15170
COULAURES,45.300622387,0.973560895,24420
OSLY COURTIL,49.399369702,3.237910386,02290
ARTIX,43.06660141,1.562149832,09120
PIERREFORT,44.92868868,2.83811958,15230
COUTURES,45.328060936,0.395500308,24320
PANCY COURTECON,49.46035579,3.649818372,02860
ARVIGNA,43.059194027,1.72896982,09100
PLEAUX,45.11865405,2.273664137,15700
COUZE ET ST FRONT,44.82543882,0.722158133,24150
PAPLEUX,50.017614944,3.880061553,02260
ASCOU,42.719585461,1.930831083,09110
QUEZAC,44.758888106,2.183713422,15600
CUBJAC AUVEZERE VAL D ANS,45.232292035,0.961056669,24640
PARCY ET TIGNY,49.270195121,3.329041936,02210
CHOUAIN,49.210175739,-0.640821017,14250
AUCAZEIN,42.920698535,0.966276035,09800
REZENTIERES,45.134261044,3.105705071,15170
LA DOUZE,45.068206929,0.86187163,24330
PARFONDRU,49.538438581,3.703323738,02840
COLLEVILLE SUR MER,49.350132184,-0.848532297,14710
AUGIREIN,42.910788832,0.916933324,09800
ROUFFIAC,45.028719297,2.143607089,15150
DUSSAC,45.395688724,1.073482141,24270
PARGNY LA DHUYS,48.954292173,3.563228277,02330
CONDE SUR IFS,49.036622146,-0.13988407,14270
AUZAT,42.70207511,1.443094286,09220
ROUMEGOUX,44.859644676,2.188470325,15290
ECHOURGNAC,45.129088654,0.223027302,24410
PARGNY LES BOIS,49.73198721,3.617572589,02270
AXIAT,42.799326321,1.760803165,09250
ST BONNET DE SALERS,45.160662332,2.480471865,15140
EGLISE NEUVE D ISSAC,44.981061166,0.428190892,24400
PARPEVILLE,49.794619132,3.564481061,02240
CORMOLAIN,49.129308223,-0.862229649,14240
AX LES THERMES,42.686666996,1.818050343,09110
ST ETIENNE CANTALES,44.949425498,2.244031879,15150
PLOISY,49.330915556,3.275373238,02200
COTTUN,49.268375432,-0.785682052,14400
BAGERT,43.079639124,1.070089761,09230
ST ILLIDE,45.05093192,2.320435808,15310
EYZERAC,45.387326287,0.902170768,24800
PONTRU,49.921756607,3.201133478,02490
COURTONNE LES DEUX EGLISES,49.088625766,0.37806616,14290
ST JACQUES DES BLATS,45.055716603,2.72090905,15800
LA FEUILLADE,45.116027463,1.398007977,24120
PROUVAIS,49.476659169,3.972045085,02190
CREULLY SUR SEULLES,49.281242776,-0.557494388,14480
LA BASTIDE DE LORDAT,43.139634572,1.71491945,09700
ST JULIEN DE TOURSAC,44.774351235,2.202044153,15600
FLEURAC,44.997124847,1.004485798,24580
QUIERZY,49.563631845,3.145865705,02300
CRICQUEVILLE EN BESSIN,49.378791473,-1.001386299,14450
BAULOU,43.017685603,1.541944802,09000
FOULEIX,44.975632529,0.673521279,24380
QUINCY BASSE,49.50931959,3.384228395,02380
CRISTOT,49.194316509,-0.571542818,14250
BUZAN,42.956738398,0.960131893,09800
ST MARY LE PLAIN,45.176588083,3.143758649,15500
GABILLOU,45.205848592,1.032055383,24210
RAMICOURT,49.957525693,3.331782817,02110
DEAUVILLE,49.354741013,0.075292366,14800
CAMPAGNE SUR ARIZE,43.119839747,1.321466475,09350
ST PONCY,45.159351215,3.194411429,15500
GRIGNOLS,45.084247514,0.539471945,24110
REGNY,49.834814827,3.421201568,02240
DEMOUVILLE,49.17803667,-0.26388213,14840
CARLA BAYLE,43.157661251,1.372905938,09130
ST SANTIN DE MAURS,44.655666817,2.211023116,15600
HAUTEFORT,45.259057243,1.135860116,24390
REMIES,49.679263799,3.524325487,02270
DEUX JUMEAUX,49.354619917,-0.969505901,14230
LE CARLARET,43.131173395,1.694136768,09100
ISSIGEAC,44.727988437,0.605161918,24560
REMIGNY,49.714124113,3.294739005,02440
DONNAY,48.947228966,-0.417844831,14220
CASTILLON EN COUSERANS,42.916594803,1.055073703,09800
ST URCIZE,44.705608386,2.979525437,15110
JUMILHAC LE GRAND,45.505238272,1.081029783,24630
REUILLY SAUVIGNY,49.050587059,3.564133226,02850
DOUVRES LA DELIVRANDE,49.289961453,-0.392225177,14440
SALINS,45.187428832,2.400565151,15200
LARZAC,44.739409839,0.999752818,24170
ROUCY,49.374493187,3.820250127,02160
EPANEY,48.945385969,-0.159639725,14170
CAUSSOU,42.772186683,1.822240933,09250
SANSAC DE MARMIESSE,44.8901162,2.343350126,15130
MAREUIL EN PERIGORD,45.448586574,0.507179835,24340
ROUVROY,49.858092929,3.331744141,02100
ERAINES,48.905069203,-0.15842381,14700
CAYCHAX,42.807965084,1.727685748,09250
SANSAC VEINAZES,44.745256226,2.426971544,15120
ROUVROY SUR SERRE,49.715305907,4.176463689,02360
ESQUAY NOTRE DAME,49.11325053,-0.471322748,14210
CONTRAZY,43.05778681,1.206512236,09230
SAUVAT,45.307231099,2.441476586,15240
GRAND ROZOY,49.242203724,3.381275737,02210
ESTREES LA CAMPAGNE,49.008015338,-0.242835504,14190
COS,42.980009049,1.56912078,09000
SENEZERGUES,44.719063385,2.407570452,15340
MARSAC SUR L ISLE,45.182455313,0.65104089,24430
ST CHRISTOPHE A BERRY,49.428652715,3.129288494,02290
ETREHAM,49.321019868,-0.794221016,14400
COUSSA,43.064594671,1.689935355,09120
SIRAN,44.950492535,2.120330818,15150
EYRAUD CREMPSE MAURENS,44.93903573,0.479858319,24140
STE GENEVIEVE,49.72464288,4.073783258,02340
LA FOLIE,49.263508017,-0.970157537,14710
COUTENS,43.067837503,1.822826214,09500
TALIZAT,45.123364048,3.053258713,15170
ST GOBAIN,49.595410357,3.392990581,02410
ENGOMER,42.939934078,1.063148979,09800
TEISSIERES DE CORNET,44.975282988,2.362256373,15250
MAUZENS ET MIREMONT,44.99047859,0.928516954,24260
ST PIERRE AIGLE,49.311938148,3.196491245,02600
FOURCHES,48.858192675,-0.074477045,14620
ERP,42.935070306,1.200415947,09200
THIEZAC,45.018338295,2.662787467,15800
MAYAC,45.279479899,0.95152817,24420
STE PREUVE,49.617326349,3.910023929,02350
LE FOURNET,49.200305301,0.111289887,14340
EYCHEIL,42.955606635,1.156517253,09200
TIVIERS,45.074436191,3.175670713,15100
MENSIGNAC,45.221084339,0.558107789,24350
SERCHES,49.332188537,3.448920214,02220
FOURNEVILLE,49.357326672,0.232739264,14600
LE FOSSAT,43.179802436,1.414995621,09130
TRIZAC,45.244403511,2.543827212,15400
MINZAC,44.962507711,0.030634629,24610
SERINGES ET NESLES,49.211154619,3.557997573,02130
LE FRESNE CAMILLY,49.256288243,-0.488412237,14480
GABRE,43.065724354,1.421001416,09290
MONMADALES,44.768284349,0.61789475,24560
SERVAL,49.351410553,3.682378297,02160
GAVRUS,49.116554093,-0.507356663,14210
GAJAN,43.037719418,1.13492865,09190
VALUEJOLS,45.053297436,2.906830108,15300
MONMARVES,44.705455467,0.610747739,24560
SOUPIR,49.410437117,3.599620847,02160
GIBERVILLE,49.177865446,-0.286092335,14730
LAPEGE,42.804183641,1.55570734,09400
VERNOLS,45.219160902,2.883341949,15160
MONTAGRIER,45.272234415,0.486391397,24350
GRANDCAMP MAISY,49.375084974,-1.044491233,14450
LASSUR,42.741057902,1.717707107,09310
ANGEAC CHAMPAGNE,45.614173661,-0.288688772,16130
MONTCARET,44.862033398,0.065618311,24230
TERNY SORNY,49.447154124,3.368730544,02880
LA HOGUETTE,48.85325375,-0.160791972,14700
LESCOUSSE,43.149687686,1.512874982,09100
ANGEAC CHARENTE,45.622747691,-0.082213685,16120
MONTPON MENESTEROL,45.019621625,0.155586138,24700
TROSLY LOIRE,49.517596693,3.231647289,02300
LEYCHERT,42.945341068,1.726670395,09300
ANGEDUC,45.47816645,-0.05494606,16300
MONTREM,45.130955094,0.58101902,24110
UGNY LE GAY,49.661072106,3.156807791,02300
LES ISLES BARDEL,48.837995396,-0.349399058,14690
LEZAT SUR LEZE,43.280133208,1.344676726,09210
ASNIERES SUR NOUERE,45.70841115,0.048489012,16290
NABIRAT,44.765596056,1.290771724,24250
VAILLY SUR AISNE,49.411142641,3.520822408,02370
LIEURAC,42.98481333,1.790370452,09300
BARBEZIERES,45.91183591,-0.088525287,16140
NEGRONDES,45.340388602,0.878926287,24460
VAUXREZIS,49.420528428,3.277067741,02200
JUVIGNY SUR SEULLES,49.155585384,-0.603720092,14250
LISSAC,43.266926392,1.509272663,09700
BEAULIEU SUR SONNETTE,45.92707207,0.372891403,16450
PAUNAT,44.903184898,0.85450649,24510
PETIT VERLY,49.958591999,3.562413213,02630
LUZENAC,42.719898764,1.742746421,09250
BERNAC,46.051290106,0.170818832,16700
PETIT BERSAC,45.270134741,0.227580357,24600
VERNEUIL SUR SERRE,49.643312947,3.679684098,02000
LANDES SUR AJON,49.076743797,-0.571650642,14310
MANSES,43.107583601,1.814275617,09500
BERNEUIL,45.390969092,-0.066970025,16480
PORT STE FOY ET PONCHAPT,44.865855843,0.221099081,33220
VEUILLY LA POTERIE,49.082698597,3.218799872,02810
LEFFARD,48.916230629,-0.297976085,14700
MERAS,43.182846726,1.306924277,09350
PRESSIGNAC VICQ,44.893792959,0.728219383,24150
VEZAPONIN,49.466302081,3.222786052,02290
BLANZAGUET ST CYBARD,45.473511865,0.312579164,16320
QUEYSSAC,44.915049639,0.531734657,24140
VIEL ARCY,49.379304784,3.625622539,02160
MIGLOS,42.779333434,1.605596246,09400
BONNES,45.236478575,0.143578171,16390
RAZAC D EYMET,44.697595443,0.457143563,24500
VIELS MAISONS,48.906882155,3.395619446,02540
